source_doc,source_section,target_doc,target_section,relationship_type,relationship_confidence,relationship_bidirectional,sim_score,source_concepts,target_concepts,source_is_api,target_is_api,classification_source,src_type,tgt_type
data/raw_md/articles/app-shell-and-base-infrastructure/icons/add-and-replace-icons,add-and-replace-icons::6,data/raw_md/apidoc/DevExpress.ExpressApp.Utils/ImageLoader/GetImageInfo1134126,GetImageInfo1134126::1,related_to,0.5,False,0.5120081901550293,['Images and SVG Graphics' 'Theming and Styling'],[],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::61,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::59,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::24,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.4,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::116,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.52,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::72,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.52,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::62,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::96,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::47,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::41,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.4,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::43,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::42,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::85,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::120,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::117,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.4,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::113,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.4,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::38,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.4,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::88,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::63,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::64,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::99,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.4,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::75,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.4,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::86,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::26,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::71,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::109,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::110,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.52,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::48,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::115,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::40,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.4,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::84,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.4,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::124,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::51,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::122,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::80,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::111,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,['Model Editor'],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::70,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::89,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::119,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::83,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::104,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::105,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.4,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::107,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::102,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::50,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::53,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::54,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::93,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::95,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::37,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.4,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::69,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::68,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::57,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::58,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::35,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::52,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::55,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::108,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::94,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::25,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::27,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::123,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.4,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::106,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::114,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.55,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::28,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.45,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::56,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::100,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::103,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::77,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::78,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::91,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::36,data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkUnlinkController,LinkUnlinkController::1,related_to,0.5,False,0.5119447708129883,[],['Model Editor'],False,True,llm,Conceptual,API Reference
